Time,GPS X,GPS Y,GPS Z,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0.01,241.2,-3.99,0.35,0.0,0.0,19.77,-0.0,0.0,0.0
0.02,241.2,-3.99,0.35,-0.0,-0.0,7.83,-0.0,-0.0,-0.0
0.03,241.2,-3.99,0.35,0.0,-0.0,8.21,0.0,0.0,-0.0
0.04,241.2,-3.99,0.35,0.0,0.0,8.53,0.0,0.0,-0.0
0.05,241.2,-3.99,0.35,-0.0,0.0,8.79,-0.0,0.0,-0.0
0.06,241.2,-3.99,0.35,-0.0,-0.0,8.99,-0.0,-0.0,0.0
0.07,241.2,-3.99,0.35,0.0,-0.0,9.16,0.0,0.0,0.0
0.08,241.2,-3.99,0.35,-0.0,-0.0,9.29,0.0,0.0,-0.0
0.09,241.2,-3.99,0.35,-0.0,0.0,9.39,0.0,0.0,0.0
0.1,241.2,-3.99,0.35,0.0,0.0,9.48,-0.0,0.0,-0.0
0.11,241.2,-3.99,0.35,-0.0,0.0,9.54,-0.0,0.0,-0.0
0.12,241.2,-3.99,0.35,-0.0,-0.0,9.6,0.0,-0.0,0.0
0.13,241.2,-3.99,0.35,-0.0,-0.0,9.64,0.0,-0.0,-0.0
0.14,241.2,-3.99,0.35,0.0,0.0,9.67,0.0,0.0,-0.0
0.15,241.2,-3.99,0.35,-0.0,-0.0,9.7,0.0,-0.0,0.0
0.16,241.2,-3.99,0.35,0.0,0.0,9.72,-0.0,0.0,0.0
0.17,241.2,-3.99,0.35,0.0,0.0,9.74,-0.0,0.0,0.0
0.18,241.2,-3.99,0.35,-0.0,-0.0,9.75,-0.0,-0.0,0.0
0.19,241.2,-3.99,0.35,0.0,-0.0,9.77,0.0,0.0,0.0
0.2,241.2,-3.99,0.35,-0.0,0.0,9.77,0.0,-0.0,-0.0
0.21,241.2,-3.99,0.35,-0.0,0.0,9.78,0.0,-0.0,-0.0
0.22,241.2,-3.99,0.35,0.0,0.0,9.79,-0.0,0.0,0.0
0.23,241.2,-3.99,0.35,-0.0,-0.0,9.79,0.0,0.0,-0.0
0.24,241.2,-3.99,0.35,-0.0,0.0,9.8,-0.0,-0.0,0.0
0.25,241.2,-3.99,0.35,0.0,-0.0,9.8,0.0,0.0,0.0
0.26,241.2,-3.99,0.35,0.0,-0.0,9.8,0.0,0.0,-0.0
0.27,241.2,-3.99,0.35,-0.0,0.0,9.8,-0.0,-0.0,-0.0
0.28,241.2,-3.99,0.35,-0.0,-0.0,9.8,-0.0,-0.0,0.0
0.29,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.3,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.31,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.32,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,-0.0
0.33,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,-0.0
0.34,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,0.0
0.35,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,-0.0,0.0
0.36,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
0.37,241.2,-3.99,0.35,-0.0,0.0,9.81,0.0,0.0,0.0
0.38,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.39,241.2,-3.99,0.35,-0.0,-0.0,9.81,-0.0,-0.0,0.0
0.4,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,0.0
0.41,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,-0.0
0.42,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.43,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.44,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,0.0
0.45,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,0.0
0.46,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.47,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,-0.0
0.48,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,-0.0
0.49,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.5,241.2,-3.99,0.35,-0.0,0.0,9.81,0.0,-0.0,-0.0
0.51,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.52,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
0.53,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.54,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,-0.0
0.55,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
0.56,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.57,241.2,-3.99,0.35,-0.0,0.0,9.81,0.0,0.0,0.0
0.58,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.59,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,-0.0
0.6,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,-0.0,0.0
0.61,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.62,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.63,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,0.0,0.0
0.64,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,-0.0
0.65,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,0.0
0.66,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,-0.0
0.67,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
0.68,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.69,241.2,-3.99,0.35,-0.0,-0.0,9.81,-0.0,-0.0,0.0
0.7,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
0.71,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.72,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,0.0
0.73,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,-0.0
0.74,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.75,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
0.76,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.77,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.78,241.2,-3.99,0.35,0.0,-0.0,9.81,-0.0,0.0,-0.0
0.79,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.8,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.81,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,-0.0
0.82,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
0.83,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,-0.0
0.84,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
0.85,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,-0.0
0.86,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.87,241.2,-3.99,0.35,-0.0,-0.0,9.81,-0.0,-0.0,0.0
0.88,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,-0.0
0.89,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,0.0,0.0
0.9,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.91,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.92,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
0.93,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.94,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
0.95,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,-0.0
0.96,241.2,-3.99,0.35,-0.0,0.0,9.81,0.0,-0.0,0.0
0.97,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
0.98,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
0.99,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,-0.0,-0.0
1.0,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
1.01,241.2,-3.99,0.35,-0.0,-0.0,9.81,-0.0,-0.0,-0.0
1.02,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
1.03,241.2,-3.99,0.35,-0.0,0.0,9.81,-0.0,-0.0,0.0
1.04,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,0.0
1.05,241.2,-3.99,0.35,-0.0,-0.0,9.81,-0.0,-0.0,-0.0
1.06,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,-0.0
1.07,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,0.0,-0.0
1.08,241.2,-3.99,0.35,0.0,-0.0,9.81,-0.0,0.0,-0.0
1.09,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,0.0
1.1,241.2,-3.99,0.35,-0.0,-0.0,9.81,0.0,-0.0,0.0
1.11,241.2,-3.99,0.35,0.0,0.0,9.81,-0.0,-0.0,0.0
1.12,241.2,-3.99,0.35,0.0,-0.0,9.81,0.0,0.0,0.0
1.13,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.14,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.15,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.16,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.17,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.18,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.19,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
1.2,241.2,-3.99,0.35,0.0,0.0,9.81,0.0,0.0,0.0
